Calendar Year Employed,Employment Type,Job Title,Division Name,Regular Pay,Overtime Pay,Lump-Sum Pay,Assignment and  Incentive Pay,Skill Pay,Outside Employer Pay,Other Pay,Retirement Contribution,City Paid Deferred Compensation,Health Benefits Average,Cash-in-Lieu of Medical Benefits,Total
2012,Permanent,Custodian I,Custodial Services,$33630.64,$320.46,$0.00,$0.00,$0.00,$0.00,$797.48,$8956.86,$438.52,$12348.35,,$56492.31
2012,Permanent,Communications Oper-Police,Police - Operations,$24273.56,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11617.67,,,,$35891.23
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$55464.18,$26826.80,$1256.64,$0.00,$0.00,$0.00,$1193.09,$14798.37,,$12348.35,,$111887.43
2012,Permanent,Equipment Operator I,Resource Recovery & Recycling,$55113.22,$2925.85,$209.08,$0.00,$0.00,$0.00,$1123.66,$14580.66,,$12348.35,,$86300.81
2012,Permanent,Pr Civil Engineer,Civil Engineering,$148479.62,$0.00,$10429.73,$0.00,$600.00,$0.00,$956.74,$38967.96,,$12348.35,,$211782.39
2012,Permanent,Dir of Records & Election Svs,Records & Election Svs - Admin,$114605.08,$2538.00,$38408.40,$0.00,$0.00,$0.00,$0.00,$30128.10,,$12348.35,,$198027.92
2012,Permanent,Police Officer,Criminal Investigations,$91452.92,$36000.40,$927.19,$26487.30,$0.00,$200.00,$6212.54,$55820.54,,$12348.35,,$229449.24
2012,Permanent,Deputy City Attorney III,City Attorney,$210184.59,$0.00,$15939.01,$0.00,$0.00,$0.00,$20368.80,$60484.60,,$12348.35,,$319325.35
2012,Permanent,Community Svs Program Coord,Human Services - CREST,$58397.50,$3.32,$0.00,$0.00,$600.00,$0.00,$593.31,$15483.79,$600.08,$12348.35,,$88026.34
2012,Permanent,Staff Assistant II,Community Recreation-Tennis,$18063.06,$0.00,$0.00,$0.00,$0.00,$0.00,$342.00,,,,,$18405.06
2012,Permanent,Transit Mechanic II,Transit Maintenance -Mechanics,$73164.91,$4086.52,$4163.54,$0.00,$0.00,$0.00,$1201.54,$19302.56,$600.08,$12348.35,,$114867.49
2012,Permanent,Pr Librarian-Reference Svs,Reference Services,$130517.57,$0.00,$7296.92,$0.00,$0.00,$0.00,$6324.00,$35905.28,,$12348.35,,$192392.11
2012,Permanent,Deputy City Attorney III,City Attorney,$210184.60,$0.00,$15101.45,$0.00,$0.00,$0.00,$0.00,$55158.78,,$12348.35,,$292793.17
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$55229.95,$7656.42,$209.44,$0.00,$0.00,$0.00,$1210.40,$14791.84,,$12348.35,,$91446.40
2012,Permanent,Pr Librarian-Publ & Branch Svs,Public and Branch Services,$130517.54,$0.00,$2499.60,$0.00,$0.00,$0.00,$5691.60,$35739.92,,$12348.35,,$186797.00
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$54869.82,$15003.65,$0.00,$0.00,$0.00,$0.00,$1289.40,$14697.58,,$12348.35,,$98208.80
2012,Permanent,Staff Assistant II,Street & Fleet Services Admin,$52703.92,$0.00,$2599.20,$0.00,$0.00,$0.00,$604.17,$13832.00,$325.00,$12348.35,,$82412.63
2012,Permanent,Police Officer,Criminal Investigations,$90940.62,$12414.42,$0.00,$21052.31,$0.00,$50.00,$6212.54,$55384.34,,$12348.35,,$198402.58
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$55209.87,$18148.85,$0.00,$0.00,$534.06,$0.00,$1404.76,$14926.88,,$12348.35,,$102572.77
2012,Permanent,Sr Water Resources Protect Spc,Water Resources-Wastewater,$94970.93,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$24924.79,,$12348.35,,$132294.07
2012,Permanent,Financial Operations Manager,Financial Operations,$157172.77,$0.00,$1154.30,$18.00,$0.00,$0.00,$7598.00,$43206.45,,$12348.35,,$221497.86
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$338.16,$0.00,$0.00,$0.00,$0.00,$0.00,$257.48,$89.04,,,,$684.68
2012,Permanent,Sr Admin Analyst,Human Services - Grants (Y&F),$103892.75,$0.00,$7297.82,$0.00,$0.00,$0.00,$0.00,$27266.29,,$12348.35,,$150805.21
2012,Permanent,Staff Assistant III,Human Resouces On-Call Program,$34.65,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.06,,,,$43.71
2012,Permanent,Library Assistant II,Library - Information Mgmt,$54969.32,$0.00,$0.00,$0.00,$0.00,$0.00,$603.68,$14424.33,$600.08,$12348.35,,$82945.76
2012,Permanent,Police Officer,Police - Operations,$90940.68,$20043.23,$2522.81,$25064.65,$0.00,$100.00,$6212.54,$56109.21,,$12348.35,,$213341.47
2012,Permanent,Police Officer,Police - Operations,$90940.67,$18056.36,$2522.81,$24575.22,$1799.98,$100.00,$6212.54,$56970.64,,$12348.35,,$213526.57
2012,Permanent,Public Information Manager,Rent Control - Public Info,$125475.10,$0.00,$0.00,$0.00,$0.00,$0.00,$1889.12,$32925.55,,$12348.35,,$172638.12
2012,Permanent,Financial Systems/Payroll Adm,Financial Operations,$115647.24,$0.00,$8123.49,$0.00,$0.00,$0.00,$50.00,$30351.22,,$12348.35,,$166520.29
2012,Permanent,Public Works Construction Spec,Civil Engineering,$96951.77,$0.00,$4781.40,$0.00,$0.00,$0.00,$1143.85,$25444.72,$600.08,$12348.35,,$141270.17
2012,Permanent,Tree Trimmer,Urban Forest,$58858.99,$0.00,$0.00,$0.00,$0.00,$0.00,$1183.66,$15604.91,$475.02,$12348.35,,$88470.92
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$55253.68,$16293.92,$0.00,$0.00,$0.00,$0.00,$1344.04,$14798.09,,$12348.35,,$100038.08
2012,Permanent,Financial Reporting Supervisor,Financial Operations,$114299.99,$0.00,$7811.72,$0.00,$0.00,$0.00,$0.00,$29997.63,,$12348.35,,$164457.69
2012,Permanent,Librarian III-Reference Svs,Reference Services,$88476.50,$0.00,$3242.76,$0.00,$0.00,$0.00,$0.00,$23217.35,,$12348.35,,$127284.96
2012,Permanent,Dir of Community/Cultural Svs,CCS -Admin & Planning Services,$8397.22,$0.00,$23428.27,$0.00,$0.00,$0.00,$0.00,$2211.07,,$1123.02,,$35159.58
2012,Permanent,Sr Public Works Inspector,Civil Engineering,$83958.48,$0.00,$3881.81,$0.00,$0.00,$0.00,$882.98,$22034.67,$600.08,$12348.35,,$123706.37
2012,Permanent,Communications Oper-Police,Police - Operations,$54392.00,$0.00,$300.05,$0.00,$0.00,$0.00,$1411.91,$14547.78,$346.20,$12348.35,,$83346.29
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$49452.86,$9984.93,$0.00,$0.00,$0.00,$0.00,$1195.34,$13269.19,,$12348.35,,$86250.67
2012,Permanent,Mechanic II,Fleet Management,$19133.99,$0.00,$0.00,$0.00,$0.00,$0.00,$1091.95,$5255.20,$115.40,$12348.35,,$37944.89
2012,Permanent,CLETS Supervisor,Police Administrative Services,$76305.28,$18.09,$3473.72,$0.00,$0.00,$0.00,$600.00,$20183.64,,$12348.35,,$112929.07
2012,Permanent,Equipment Operator I,Resource Recovery & Recycling,$55113.24,$98.00,$2502.39,$0.00,$0.00,$0.00,$1021.89,$14580.66,$600.08,$12348.35,,$86264.61
2012,Permanent,Reprographics Specialist II,Records & Election Svs-Sup Svs,$57534.45,$2259.55,$2837.40,$216.25,$0.00,$0.00,$683.72,$15156.70,$600.08,$12348.35,,$91636.49
2012,Permanent,Police Captain,Special Services,$148991.98,$0.00,$5673.69,$61851.47,$0.00,$0.00,$9491.82,$104734.25,,$12348.35,,$343091.56
2012,Permanent,Police Officer,Special Services,$90941.07,$14434.64,$0.00,$21923.33,$1799.98,$0.00,$6212.54,$56970.88,,$12348.35,,$204630.79
2012,Permanent,Police Officer,Police - Operations,$85610.55,$17353.05,$0.00,$19679.07,$0.00,$200.00,$6132.54,$51838.39,,$12348.35,,$193161.95
2012,Permanent,Jailer,Police Administrative Services,$60902.73,$10246.16,$231.05,$0.00,$0.00,$0.00,$1322.29,$16141.28,$600.08,$12348.35,,$101791.94
2012,Permanent,Librarian III-Branch Services,Public and Branch Services,$98168.34,$0.00,$7268.40,$0.00,$0.00,$0.00,$0.00,$25763.94,,$12348.35,,$143549.02
2012,Permanent,Motor Sweeper Operator,Resource Recovery & Recycling,$41839.02,$922.56,$11199.47,$0.00,$0.00,$0.00,$811.51,$11068.24,$369.28,$12348.35,,$78558.43
2012,Permanent,Police Officer,Police - Operations,$90940.64,$24474.44,$3061.88,$26100.67,$0.00,$100.00,$6212.54,$56109.19,,$12348.35,,$219347.71
2012,Permanent,Water Resources Manager,Water Resources-Water,$167340.93,$0.00,$11442.55,$0.00,$0.00,$0.00,$4915.04,$45187.37,,$12348.35,,$241234.23
2012,Permanent,Fire Captain - Suppression,Fire Suppression & Rescue,$125179.39,$51342.19,$12287.55,$20573.64,$6062.04,$0.00,$1259.96,$58874.03,,$12348.35,,$287927.14
2012,Permanent,Equipment Operator I,Resource Recovery & Recycling,$55059.40,$39.20,$209.08,$0.00,$0.00,$0.00,$1055.18,$14566.58,$475.02,$12348.35,,$83752.81
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$54960.22,$28566.24,$2094.40,$0.00,$1459.20,$0.00,$1458.74,$15103.70,,$12348.35,,$115990.84
2012,Permanent,Motor Coach Operator Supv,Transit Operations,$78228.88,$2864.24,$1891.91,$0.00,$600.00,$0.00,$600.00,$20846.00,,$12348.35,,$117379.38
2012,Permanent,Painter Crew Leader,Facilities Services,$70785.27,$0.00,$0.00,$0.00,$0.00,$0.00,$1077.76,$18673.65,$600.08,$12348.35,,$103485.11
2012,Permanent,Parks Maintenance Crew Leader,Park Maintenance,$67548.94,$0.00,$3034.92,$0.00,$0.00,$0.00,$1481.08,$17885.56,$600.08,$12348.35,,$102898.92
2012,Permanent,Painter,Facilities Services,$64360.60,$0.00,$2319.46,$8.50,$0.00,$0.00,$1156.36,$16993.48,$300.04,$12348.35,,$97486.79
2012,Permanent,Equipment Operator I,Promenade Maintenance,$55113.23,$1121.20,$2718.00,$0.00,$0.00,$0.00,$692.14,$14490.51,$600.08,$12348.35,,$87083.51
2012,Permanent,Police Officer,Police - Operations,$90940.68,$194.07,$2630.63,$20944.66,$0.00,$0.00,$6212.54,$56109.21,$0.00,$1123.02,$7800.00,$185954.81
2012,Permanent,Animal Control Officer,Animal Control Unit,$58907.08,$8210.33,$2905.20,$600.00,$0.00,$0.00,$1315.42,$15775.16,$455.00,$12348.35,,$100516.54
2012,Permanent,Water Systems Equipment Oper,Water Resources-Water,$69077.60,$786.18,$19493.77,$0.00,$0.00,$0.00,$1093.88,$18181.12,$600.08,$12348.35,,$121580.97
2012,Permanent,Crime Prevention Coord,Police Administrative Services,$84323.97,$11876.39,$5438.17,$279.50,$600.00,$0.00,$955.85,$22361.47,$419.90,$12348.35,,$138603.60
2012,Permanent,Lead Park Ranger,Police - Operations,$58385.52,$3671.25,$0.00,$0.00,$0.00,$0.00,$1231.20,$15480.64,$600.08,$12348.35,,$91717.04
2012,Permanent,Public Works Utility Inspector,Civil Engineering,$80931.69,$1971.06,$307.02,$0.00,$0.00,$0.00,$832.42,$21240.30,$390.00,$12348.35,,$118020.83
2012,Permanent,Equipment Operator I,Park Maintenance,$55113.22,$470.42,$2718.00,$0.00,$0.00,$0.00,$1191.56,$14621.84,$600.08,$12348.35,,$87063.46
2012,Permanent,Transit Mechanic II,Transit Maintenance -Mechanics,$73164.90,$1534.75,$832.71,$0.00,$0.00,$0.00,$962.18,$19256.94,,$12348.35,,$108099.82
2012,Permanent,Accountant -Collections,Business & Revenue Operations,$85904.26,$0.00,$5707.96,$0.00,$0.00,$0.00,$0.00,$22545.27,,$12348.35,,$126505.84
2012,Permanent,Battalion Chief - Suppression,Fire Suppression & Rescue,$126816.94,$15654.17,$57542.49,$14121.92,$0.00,$0.00,$930.43,$51923.54,,$12348.35,,$279337.84
2012,Permanent,Motor Coach Operator Supv,Transit Operations,$78080.74,$7810.01,$1669.33,$30.00,$0.00,$0.00,$600.00,$20657.37,$115.40,$12348.35,,$121311.20
2012,Permanent,Pool Lifeguard,Community Recreation-Aquatics,$2792.20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$522.29,,,,$3314.49
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$54870.30,$22421.83,$2094.40,$0.00,$0.00,$0.00,$1595.17,$14752.96,,$12348.35,,$108083.01
2012,Permanent,Resource Rec & Recyc Equip Op,Resource Recovery & Recycling,$57864.07,$3013.65,$68.60,$0.00,$0.00,$0.00,$2787.36,$15713.67,$455.00,$12348.35,,$92250.70
2012,Permanent,Motor Coach Operator,Transit Operations - MCO,$50939.12,$9241.66,$0.00,$0.00,$0.00,$0.00,$1405.64,$13717.17,,$12348.35,,$87651.93
2012,Permanent,Police Chief,Police Administrative Services,$140311.96,$0.00,$0.00,$0.00,$0.00,$0.00,$560.00,$67025.27,,$12348.35,,$220245.58
2012,Permanent,Park Ranger,Police - Operations,$55610.76,$4240.44,$0.00,$1756.50,$0.00,$0.00,$1226.23,$15213.42,$600.08,$12348.35,,$90995.77
2012,Permanent,Pr Public Works Analyst,Resource Recovery & Recycling,$114300.01,$0.00,$8028.72,$0.00,$0.00,$0.00,$0.00,$29997.64,,$12348.35,,$164674.71
2012,Permanent,Irrigation Technician,Park Maintenance,$60309.22,$0.00,$0.00,$0.00,$0.00,$0.00,$1202.22,$15985.51,$600.08,$12348.35,,$90445.38
2012,Permanent,Special Projects Engineer,Transp Engineering & Mgmt,$119234.27,$0.00,$8149.02,$0.00,$0.00,$0.00,$50.00,$31292.62,,$12348.35,,$171074.25
2012,Permanent,Police Officer,Police Administrative Services,$90940.64,$7954.16,$1725.00,$19518.71,$0.00,$0.00,$6212.54,$54866.41,,$12348.35,,$193565.81
2012,Permanent,Executive Admin Asst,Transit Executive,$73152.93,$0.00,$832.57,$0.00,$600.08,$0.00,$749.98,$19198.79,$600.08,$12348.35,,$107482.77
2012,Permanent,Parks Maintenance Crew Leader,Park Maintenance,$60460.17,$514.77,$2974.20,$0.00,$600.00,$0.00,$1252.72,$16182.51,$475.02,$12348.35,,$94807.73
2012,Permanent,Admin Analyst,Transit Operations,$85904.69,$0.00,$3261.69,$0.00,$0.00,$0.00,$0.00,$22545.39,,$12348.35,,$124060.11
2012,Permanent,Library Assistant III,Reference Services,$54969.22,$0.00,$0.00,$3380.04,$0.00,$0.00,$586.49,$15310.93,$600.08,$12348.35,,$87195.11
2012,Permanent,Pier Maintenance Worker,Pier Maintenance,$55406.79,$0.00,$2417.12,$0.00,$0.00,$0.00,$1027.25,$14645.10,$600.08,$12348.35,,$86444.69
2012,Permanent,Fire Engineer - Suppression,Fire Suppression & Rescue,$106115.12,$91096.92,$5240.47,$22459.48,$6062.04,$7115.53,$1259.96,$52176.41,,$12348.35,,$303874.28
2012,Permanent,Community Svs Pgm Supv-Youth,Human Services - PAL,$72535.41,$2058.88,$5228.22,$1804.50,$0.00,$0.00,$50.00,$19510.49,,$12348.35,,$113535.84
2012,Permanent,Field Inspector II,Water Resources-Water,$80931.74,$0.00,$3991.20,$0.00,$1200.00,$0.00,$1061.64,$21607.25,$419.90,$12348.35,,$121560.08
2012,Permanent,Custodian II,Custodial Services,$84192.01,$2215.73,$6068.31,$0.00,$600.00,$0.00,$0.00,$22253.48,,$12348.35,,$127677.88
2012,Permanent,Downtown Services Officer,Police - Operations,$55796.36,$33951.51,$2751.60,$0.00,$1200.00,$0.00,$1547.64,$15116.18,$600.08,$12348.35,,$123311.71
2012,Permanent,Communications Oper-Police,Police - Operations,$68484.01,$22170.92,$259.80,$0.00,$1200.00,$0.00,$1529.51,$18446.02,$419.90,$12348.35,,$124858.50
2012,Permanent,Payroll Supervisor,Financial Operations,$101538.91,$0.00,$2120.38,$0.00,$600.00,$0.00,$0.00,$26806.06,,$12348.35,,$143413.69
2012,Permanent,Motor Coach Cleaner,Transit Maintenance - Cleaners,$44422.58,$9528.19,$568.94,$1318.25,$0.00,$0.00,$934.40,$12122.79,$530.84,$12348.35,,$81774.33
2012,Permanent,HVAC Technician,Facilities Services,$74944.66,$0.00,$3020.77,$7930.30,$0.00,$0.00,$1188.81,$19802.63,,$12348.35,,$119235.52
